filename,source_split,proposed_split,group_id,issue_types,target_classes,evidence,worker_remediated_boxes,worker_review_status,qa_overlay_path,human_qa_verdict,human_qa_notes
AoF00001.jpg,train,train,grp_aof_single_AoF00001,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF00001_qa.jpg,PENDING_HUMAN_QA,
AoF04383.jpg,train,train,grp_aof_00020,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04383_qa.jpg,PENDING_HUMAN_QA,
AoF04536.jpg,train,train,grp_aof_single_AoF04536,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04536_qa.jpg,PENDING_HUMAN_QA,
AoF04615.jpg,train,train,grp_aof_00005,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04615_qa.jpg,PENDING_HUMAN_QA,
AoF04694.jpg,train,train,grp_aof_00005,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04694_qa.jpg,PENDING_HUMAN_QA,
AoF04774.jpg,train,train,grp_aof_00005,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04774_qa.jpg,PENDING_HUMAN_QA,
AoF04916.jpg,train,train,grp_aof_00001,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04916_qa.jpg,PENDING_HUMAN_QA,
AoF04985.jpg,train,train,grp_aof_00001,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=4, corrected_boxes=4","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04985_qa.jpg,PENDING_HUMAN_QA,
PublicDataset00031.jpg,train,train,grp_publicdataset_00037,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/PublicDataset00031_qa.jpg,PENDING_HUMAN_QA,
PublicDataset01028.jpg,train,train,grp_publicdataset_single_PublicDataset01028,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/PublicDataset01028_qa.jpg,PENDING_HUMAN_QA,
WEB03858.jpg,train,train,grp_web_single_WEB03858,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=5, corrected_boxes=5","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB03858_qa.jpg,PENDING_HUMAN_QA,
WEB04119.jpg,train,train,grp_web_single_WEB04119,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=3, corrected_boxes=3","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB04119_qa.jpg,PENDING_HUMAN_QA,
WEB04353.jpg,train,train,grp_web_single_WEB04353,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=3, corrected_boxes=3","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB04353_qa.jpg,PENDING_HUMAN_QA,
WEB04734.jpg,train,train,grp_web_00776,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB04734_qa.jpg,PENDING_HUMAN_QA,
WEB05388.jpg,train,train,grp_web_single_WEB05388,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=4, corrected_boxes=4","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB05388_qa.jpg,PENDING_HUMAN_QA,
WEB05698.jpg,train,train,grp_web_00171,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=4, corrected_boxes=4","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB05698_qa.jpg,PENDING_HUMAN_QA,
WEB05991.jpg,train,train,grp_web_single_WEB05991,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=4, corrected_boxes=4","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB05991_qa.jpg,PENDING_HUMAN_QA,
AoF04496.jpg,val,val,grp_aof_01581,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/val/AoF04496_qa.jpg,PENDING_HUMAN_QA,
AoF04925.jpg,val,train,grp_aof_00001,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=4, corrected_boxes=4","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04925_qa.jpg,PENDING_HUMAN_QA,
WEB04126.jpg,val,val,grp_web_single_WEB04126,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/val/WEB04126_qa.jpg,PENDING_HUMAN_QA,
WEB05687.jpg,val,val,grp_web_01279,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=3, corrected_boxes=3","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/val/WEB05687_qa.jpg,PENDING_HUMAN_QA,
AoF07842.jpg,test,test,grp_aof_01537,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/AoF07842_qa.jpg,PENDING_HUMAN_QA,
AoF07900.jpg,test,train,grp_aof_00005,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF07900_qa.jpg,PENDING_HUMAN_QA,
PublicDataset01066.jpg,test,train,grp_publicdataset_00037,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/PublicDataset01066_qa.jpg,PENDING_HUMAN_QA,
WEB10518.jpg,test,test,grp_web_single_WEB10518,normal_sample_audit,fire,"Raw: stratified_fire; raw_boxes=1, corrected_boxes=1","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/test/WEB10518_qa.jpg,PENDING_HUMAN_QA,
AoF04010.jpg,train,train,grp_aof_00048,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=6, corrected_boxes=6","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04010_qa.jpg,PENDING_HUMAN_QA,
AoF04264.jpg,train,train,grp_aof_00001,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04264_qa.jpg,PENDING_HUMAN_QA,
AoF04729.jpg,train,train,grp_aof_00005,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/AoF04729_qa.jpg,PENDING_HUMAN_QA,
PublicDataset00101.jpg,train,train,grp_publicdataset_00066,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/PublicDataset00101_qa.jpg,PENDING_HUMAN_QA,
WEB03892.jpg,train,train,grp_web_01367,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=5, corrected_boxes=5","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB03892_qa.jpg,PENDING_HUMAN_QA,
WEB04195.jpg,train,train,grp_web_single_WEB04195,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=3, corrected_boxes=3","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB04195_qa.jpg,PENDING_HUMAN_QA,
WEB04478.jpg,train,train,grp_web_single_WEB04478,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=11, corrected_boxes=11","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB04478_qa.jpg,PENDING_HUMAN_QA,
WEB04759.jpg,train,train,grp_web_single_WEB04759,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=3, corrected_boxes=3","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB04759_qa.jpg,PENDING_HUMAN_QA,
WEB05013.jpg,train,train,grp_web_01318,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=5, corrected_boxes=5","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB05013_qa.jpg,PENDING_HUMAN_QA,
WEB05255.jpg,train,train,grp_web_single_WEB05255,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=5, corrected_boxes=5","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB05255_qa.jpg,PENDING_HUMAN_QA,
WEB05562.jpg,train,train,grp_web_01288,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB05562_qa.jpg,PENDING_HUMAN_QA,
WEB05832.jpg,train,train,grp_web_single_WEB05832,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=9, corrected_boxes=9","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB05832_qa.jpg,PENDING_HUMAN_QA,
WEB06288.jpg,train,train,grp_web_single_WEB06288,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=2, corrected_boxes=2","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB06288_qa.jpg,PENDING_HUMAN_QA,
WEB06976.jpg,train,train,grp_web_single_WEB06976,normal_sample_audit,fire; smoke,"Raw: stratified_both; raw_boxes=6, corrected_boxes=6","Pass without box alteration; canonical class remapping 0->5, 1->4 applied",WORKER_VISUAL_QA_VERIFIED,data/processed/dfire_corrected/qa_overlays/train/WEB06976_qa.jpg,PENDING_HUMAN_QA,
